,question,answer,question_id
1436,股份跌停能卖吗,可以卖，还是按照时间优先的原则成交，但是一般在跌停或涨停的情况下，买一和卖一的价位上都会有主力的很多筹码，如果主力一心要封住涨跌停的话，此时买进或卖出的成交量会越来越小，即使你排队在主力大单的后面，到闭市也不一定会成交。如果在你挂单后涨跌停被打开你就可以成交了。&lt;br /&gt;,1436
1437,收市低位大量成交是什么意思?,主力扫筹码的可能性大,1437
1438,期权^_^,期权是交易双方关于未来买卖权力达成的合约，其中一方有权向另一方在约定的时间内以约定的价格买入或卖出约定数量的标的资产。,1438
1439,基金无法赎回,基金无法赎回的排查方法：1、是否超出最低赎回下限；2、由于小数点后会四舍五入，实际份额与显示的份额不一致；3、是否在赎回期；4、是否当日已达到基金的最大赎回上限。,1439
1440,一个人可否持有多个资金账户,根据相关规定，自2016年10月15日起，自然人和机构最多可以申请开立3个A股证券账户、封闭式基金账户，只能申请开立1个信用账户、B股账户。,1440
1441,什么是可分离债,可分离债券，是上市公司公开发行的认股权和债券分离交易的可转换公司债券，是公司债券加上认股权证的组合产品。分离交易可转债由可转债和股票权证两大部分组成，将传统可转换公司债券的转股权利剥离出来，以认股权证的形式送给债券购买者，该认股权证可以独立于债券本身进行转让交易。,1441
1442,港股交易日如何安排,港股通将仅在沪/深、港两地均为交易日并且能够满足结算安排时开通。具体交易日安排，将由上交所/深交所证券交易服务公司通过交易所网站对市场公布。沪港通/深港通开通当年的交易日安排将在开通之前向市场公布。如果发生上交所/深交所证券交易服务公司认定的特殊情形，导致或者可能导致港股通交易无法正常进行的，那么上交所/深交所证券交易服务公司可以调整港股通交易日并向市场公布。,1442
1443,港股通的交易日安排是怎样的?,港股通将仅在沪/深、港两地均为交易日并且能够满足结算安排时开通。具体交易日安排，将由上交所/深交所证券交易服务公司通过交易所网站对市场公布。沪港通/深港通开通当年的交易日安排将在开通之前向市场公布。如果发生上交所/深交所证券交易服务公司认定的特殊情形，导致或者可能导致港股通交易无法正常进行的，那么上交所/深交所证券交易服务公司可以调整港股通交易日并向市场公布。,1443
1444,什么是天利宝,您好！我司天利宝是以短期金融工具为主要投资对象，属于预期收益适中、低风险的现金类理财品种。,1444
1445,什么是天利宝?,您好！我司天利宝是以短期金融工具为主要投资对象，属于预期收益适中、低风险的现金类理财品种。,1445
1446,如何开通单客服多银行服务,客户申请开通单客户多银行服务业务，需持有效身份证件，亲临柜台签署《客户资金第三方存管单客户多银行服务协议书》、《客户资金第三方存管单客户多银行服务风险揭示书》、《开立辅助资金账户申请表》等，经营业部审核通过后办理。,1446
1447,通过上证基金通认购、申购、赎回哪些开放式基金,上证所开放式基金销售系统，其实质提供的是“基金超市”服务，投资者在一个有上证基金通资格的券商的营业部，即可以认购、申购、赎回在上证所挂牌的任何一只开放式基金。,1447
1448,什么是基金转换业务,基金转换是指基金份额持有人按照《基金合同》和基金管理人届时有效公告规定的条件，申请将其持有基金管理人管理的、某一基金的基金份额转为基金管理人管理的、且由同一注册登记机构办理注册登记的其他基金基金份额的行为。,1448
1449,一个人能否持有多个资金账户,根据相关规定，自2016年10月15日起，自然人和机构最多可以申请开立3个A股证券账户、封闭式基金账户，只能申请开立1个信用账户、B股账户。,1449
1450,买卖封闭式基金如何收费,目前，基金投资者买卖封闭式基金涉及的费用仅佣金一项。佣金的金额不超过买卖成交金额的0.3%，起点为5元，由投资者交证券商。佣金双向收取。,1450
1451,什么是期权,期权是交易双方关于未来买卖权力达成的合约，其中一方有权向另一方在约定的时间内以约定的价格买入或卖出约定数量的标的资产。,1451
1452,期货开户条件,期货开户的条件：1、自然人客户必须是中华人民共和国居民（不包括港、澳、台籍人士），年满18周岁且具有完全民事行为能力的人；2、单位客户必须是在中华人民共和国境内注册的企业及其它经济组织，同时下列单位和个人不得从事期货交易：（1）国家机关和事业单位；（2）国务院期货监督管理机构、期货交易所、期货保证金安全存管监控机构、期货业协会及期货公司的工作人员及其配偶；（3）证券、期货市场禁止进入者；（4）未能提供开户证明材料的单位和个人；（5）无民事行为能力人或者限制民事行为能力人（未满十八周岁的公民）；（6）国务院期货监督管理机构规定不得从事期货交易的其他单位和个人。,1452
1453,多银行服务开通,多银行服务开通没有要求。若当天有委托或未交收的证券、资金，也可以开通。,1453
1454,安盈宝如何购买,手机可以实现，请点场外基金，申购。,1454
1455,H股开户事宜,投资者咨询H股开户事宜，可拨打安信国际客服热线40086-95517咨询。,1455
1456,股票怎么估值,一、股息基准模式，就是以股息率为标准评估股票价值，对希望从投资中获得现金流量收益的投资者特别有用。可使用简化后的计算公式：股票价格 ＝ 预期来年股息 ／ 投资者要求的回报率。&lt;br /&gt;二、最为投资者广泛应用的盈利标准比率是市盈率(PE)，其公式：市盈率 ＝ 股价 ／ 每股收益。使用市盈率有以下好处，计算简单，数据采集很容易，每天经济类报纸上均有相关资料，被称为历史市盈率或静态市盈率。&lt;br /&gt;三、市价账面值比率(PB)，即市账率，其公式：市账率 ＝ 股价 ／ 每股资产净值。此比率是从公司资产价值的角度去估计公司股票价格的基础，对于银行和保险公司这类资产负债多由货币资产所构成的企业股票的估值，以市账率去分析较适宜。&lt;br /&gt;&lt;br /&gt;　　除了最常用的这几个估值标准，估值基准还有现金折现比率，市盈率相对每股盈利增长率的比率(PEG)，有的投资者则喜欢用股本回报率或资产回报率来衡量一个企业。,1456
1457,股票怎么样估值,一、股息基准模式，就是以股息率为标准评估股票价值，对希望从投资中获得现金流量收益的投资者特别有用。可使用简化后的计算公式：股票价格 ＝ 预期来年股息 ／ 投资者要求的回报率。&lt;br /&gt;二、最为投资者广泛应用的盈利标准比率是市盈率(PE)，其公式：市盈率 ＝ 股价 ／ 每股收益。使用市盈率有以下好处，计算简单，数据采集很容易，每天经济类报纸上均有相关资料，被称为历史市盈率或静态市盈率。&lt;br /&gt;三、市价账面值比率(PB)，即市账率，其公式：市账率 ＝ 股价 ／ 每股资产净值。此比率是从公司资产价值的角度去估计公司股票价格的基础，对于银行和保险公司这类资产负债多由货币资产所构成的企业股票的估值，以市账率去分析较适宜。&lt;br /&gt;&lt;br /&gt;　　除了最常用的这几个估值标准，估值基准还有现金折现比率，市盈率相对每股盈利增长率的比率(PEG)，有的投资者则喜欢用股本回报率或资产回报率来衡量一个企业。,1457
1458,投资者咨询H股开户事宜,投资者咨询H股开户事宜，可拨打安信国际客服热线40086-95517咨询。,1458
1459,基金无法赎回的排查方法,基金无法赎回的排查方法：1、是否超出最低赎回下限；2、由于小数点后会四舍五入，实际份额与显示的份额不一致；3、是否在赎回期；4、是否当日已达到基金的最大赎回上限。,1459
1460,什么是对冲,多银行服务开通没有要求。若当天有委托或未交收的证券、资金，也可以开通。,1460
1461,身份证明与证券账户注册资料不一致时,身份证明与证券账户注册资料不一致时，不可注销证券账户。根据有关规定，投资者申请注销证券账户时，提供的本人身份证明文件内容应当与证券账户注册资料一致；如不一致，投资者还须提供发证机关的身份变更证明。,1461
1462,身份证明与证券账户注册资料不一致,身份证明与证券账户注册资料不一致时，不可注销证券账户。根据有关规定，投资者申请注销证券账户时，提供的本人身份证明文件内容应当与证券账户注册资料一致；如不一致，投资者还须提供发证机关的身份变更证明。,1462
1463,期货交易平今仓和平仓的区别,目前只有上期所的交易品种平仓时区分“平今仓”和“平仓”。“平今仓”是指平掉今天新建的仓单，“平仓”是指平掉历史仓单。,1463
1464,期权,期权是交易双方关于未来买卖权力达成的合约，其中一方有权向另一方在约定的时间内以约定的价格买入或卖出约定数量的标的资产。,1464
1465,身份证与证券注册资料不一样可以注销吗,身份证明与证券账户注册资料不一致时，不可注销证券账户。根据有关规定，投资者申请注销证券账户时，提供的本人身份证明文件内容应当与证券账户注册资料一致；如不一致，投资者还须提供发证机关的身份变更证明。,1465
1466,什么叫对冲,多银行服务开通没有要求。若当天有委托或未交收的证券、资金，也可以开通。,1466
1467,多银行开通有什么权限,多银行服务开通没有要求。若当天有委托或未交收的证券、资金，也可以开通。,1467
1468,基金赎不回，怎么查,基金无法赎回的排查方法：1、是否超出最低赎回下限；2、由于小数点后会四舍五入，实际份额与显示的份额不一致；3、是否在赎回期；4、是否当日已达到基金的最大赎回上限。,1468
1469,股票红利，，,股票红利就是上市公司以派发股票作为分红手段，上市公司公告中的每10股送XX 股，就是股票分红。股票分红实质上是股东将应得的现金分红又再投资买了同种类的股票了。上市公司分配方案中还经常有每10股转增XX股，这是公司将公积金转成了股份给股东。严格讲这并不是一种分红的方式，因为公积金是不能分配的，但又是可以转增为股本的，所以在形式上投资者还是将其理解成一种分配方式。,1469
1470,金融期货包括,目前我国金融期货包括：股指期货和国债期货。其中，股指期货包括：沪深300股指期货、上证50股指期货、中证500股指期货。国债期货包括：5年期国债期货和10年期国债期货。,1470
1471,期货交易是在期货账户里操作。,期货交易是在期货账户里操作。期货账户是一个单独的账户，与股票账户没有任何关联。,1471
1472,ST权限的开通,登录最新版的交易软件:安信手机证券，点击右下角“我的”，点击“掌上营业厅”，点击“上海风险警示股票交易权限开通”，此时会弹出一个框-系统提示，输入系统发送的验证码，然后选择签约的证券账户，点击“我已全部阅读并同意签署上述协议”，最后点击“提交”，确定即可！,1472
1473,港股暴雨与台风期间股票安排,香港市场处理台风和黑色暴雨对交易的影响按照八号及以上台风和黑色暴雨警告（以下统称警报）发出时间在集合竞价阶段（香港称开市前时段）前、中、后三个不同时段有不同的应对措施：1、在集合竞价阶段前发出警报：（1）7:00前解除警报，交易正常进行：（2）7:00至9:00解除警报，集合竞价时段（香港称开市前时段）将被取消，警报解除两小时后的整点或30分钟开始交易（例如，如果警报在上午7:15解除，那么早上交易时段将在上午9:30开始。如果警报在上午7:30解除，那么早上交易时段将于上午9:30开始）。（3）9:00至11:00解除警报，上午交易取消，13:00开始交易。（4）11:00至11:30解除警报，上午交易取消，13:30开始交易。（5）11:30至12:00解除警报，上午交易取消，14:00开始交易。（6）12:00以后解除警报的，全天停止交易。2、在集合竞价阶段发出警报，有以下不同安排：（1）如果是台风警报，那么集合竞价阶段结束后停止交易，按照前述1中所规定的解除警报情形恢复交易。（2）如是黑色暴雨警报，那么正常交易。3、在集合竞价阶段后到16:00发出警报，有以下不同安排：（1）如,1473
1474,期权合约面值,合约面值是一张期权合约对应的合约标的名义价值。合约面值=行权价格*交易单位,1474
1475,交易封闭式基金需要开立什么账户,交易封闭式基金需要开立深、沪股东帐户或深、沪投资基金帐户，以及资金帐户。,1475
1476,封闭式基金上市首日是否有涨跌幅限制,封闭式基金上市首日有涨跌幅限制， 涨跌幅比例为10%。,1476
1477,封闭式基金的特点,主要有以下几个特点：1、基金份额在交易所上市，投资者可通过任意证券公司以撮合成交价格买卖基金份额；2、基金管理人没有申购赎回的压力，可以更好地实现既定的投资策略；3、封闭式基金通常有5－15年的存续期，存续期满后基金管理人将召集持有人大会商议后续事宜（终止、续期或转换为开放式基金）；4、2007年以后在我所上市的创新型封闭式基金在基金合同中设置了救生艇条款，当基金交易的折价情况触发合同约定条款时，基金管理人将召集持有人大会审议基金转为开放式基金的事项。,1477
1478,股票红利,股票红利就是上市公司以派发股票作为分红手段，上市公司公告中的每10股送XX 股，就是股票分红。股票分红实质上是股东将应得的现金分红又再投资买了同种类的股票了。上市公司分配方案中还经常有每10股转增XX股，这是公司将公积金转成了股份给股东。严格讲这并不是一种分红的方式，因为公积金是不能分配的，但又是可以转增为股本的，所以在形式上投资者还是将其理解成一种分配方式。,1478
1479,转钱,今天无法转账，请您到2017年4月5日操作,1479
1480,停牌期限规定,停牌期限取决于停牌的原因。其中部分停牌事项有时间限制，部分停牌无时间限制。若因公司未及时披露信息导致公司股票及其衍生品种停牌时间较长，交易所及其他证券监管部门会采取多种措施不断督促公司及相关信息披露义务人履行信息披露义务，使公司股票及其衍生品种尽快复牌，切实维护广大投资者知情权和交易的权利。,1480
1481,股票概念,\\\\\\\\u00A01.股票概念：股票是股份证书的简称，是股份公司为筹集资金而发行给股东作为持股凭证并借以取得股息和红利的一种有价证券。每股股票都代表股东对企业拥有一个基本单位的所有权。股票是股份公司资本的构成部分，可以转让、买卖或作价抵押，是资金市场的主要长期信用工具。\\\\\\\\u00A0&lt;br /&gt;2.股票特征：股票投资是一种没有期限的长期投资。股票一经买入，只要股票发行公司存在，任何股票持有者都不能退股，即不能向股票发行公司要求抽回本金。同样，股票持有者的股东身份和股东权益就不能改变，但他可以通过股票交易市场将股票卖出，使股份转让给其他投资者，以收回自己原来的投资。,1481
1482,股票预警设置,关注安信公众号axzx98-点下面的“市场”行情添加股票输入你要的股票代码然后加入自选在下面有个预警进入后设置价格即可以收到信息。,1482
1483,股票停牌时间,停牌期限取决于停牌的原因。其中部分停牌事项有时间限制，部分停牌无时间限制。若因公司未及时披露信息导致公司股票及其衍生品种停牌时间较长，交易所及其他证券监管部门会采取多种措施不断督促公司及相关信息披露义务人履行信息披露义务，使公司股票及其衍生品种尽快复牌，切实维护广大投资者知情权和交易的权利。,1483
1484,伞形基金优势,1、与其他单一结构的基金相比，伞型基金能够满足不同投资者在投资目标、投资对象、投资地区、投资方向上的要求，可以在同一品牌下更广泛地吸引具有不同投资偏好的众多投资者。&lt;br /&gt;　　2、伞形基金能够突出该基金规模庞大、品种齐全、管理统一的特点，增强基金投资者对基金品牌的信任感，有利于发挥规模经济的优势，降低管理成本。&lt;br /&gt;　　3、伞形基金还具有强大的扩张功能，可根据市场需求，以比单一基金更高的效率、更低的成本不断推出新的子基金品种。&lt;br /&gt;　　4、从伞型基金在国际基金市场的发展来看，目前该类基金品种已经成为国际基金市场的主流品种之一。,1484
1485,可转换优先股票是什么,可转换优先股票是指发行后在一定条件下允许持有者将它转换成其他种类股票的优先股票。在大多数情况下，股份公司的转换股票是由优先股票转换成普通股票，或者由某种优先股票转换成另一种优先股票。其一定条件一般包括转换权限、转换条件、转换期限、转换内容和转换手续等。可转换优先股票是指其持有者可以在一定时期内按一定比例或价格将优先股票转换成一定数量的本公司普通股票的优先股票。,1485
1486,如何理解股票红利,股票红利就是上市公司以派发股票作为分红手段，上市公司公告中的每10股送XX 股，就是股票分红。股票分红实质上是股东将应得的现金分红又再投资买了同种类的股票了。上市公司分配方案中还经常有每10股转增XX股，这是公司将公积金转成了股份给股东。严格讲这并不是一种分红的方式，因为公积金是不能分配的，但又是可以转增为股本的，所以在形式上投资者还是将其理解成一种分配方式。,1486
1487,如何判断股票特征,1、市盈率，当前股价除以每股盈利；&lt;br /&gt;&lt;br /&gt;　　2、市净率，当前股价除以每股净资产；&lt;br /&gt;&lt;br /&gt;　　一般情况下，低于市场整体情况下的以上2点股票属于低估值股票，这个只是一个参考依据，有些股票参考的未来成长点市盈率远高于市场，也属于低估值股票。&lt;br /&gt;&lt;br /&gt;　　市盈率是某种股票每股市价与每股盈利的比率。市场广泛谈及市盈率通常指的是静态市盈率，通常用来作为比较不同价格的股票是否被高估或者低估的指标。用市盈率衡量一家公司股票的质地时，并非总是准确的。一般认为，如果一家公司股票的市盈率过高，那么该股票的价格具有泡沫，价值被高估。当一家公司增长迅速以及未来的业绩增长非常看好时，利用市盈率比较不同股票的投资价值时，这些股票必须属于同一个行业，因为此时公司的每股收益比较接近，相互比较才有效。&lt;br /&gt;&lt;br /&gt;　　市盈率是很具参考价值的股市指针，一方面，投资者亦往往不认为严格按照会计准则计算得出的盈利数字真实反映公司在持续经营基础上的获利能力，因此，分析师往往自行对公司正式公布的净利加以调整。,1487
1488,融资融券标的,融资融券标的证券是投资者融入的资金可以买入的证券和证券公司对投资者可以融出的证券。,1488
1489,中签后如何交线,目前的规定是中签之后付款，购买界面可以查看中签结果，或者咨询开户券商协助您查询中签与否，中签后会提示支付金额，将所需资金打入您的账号即可。也可提前存入足够的金额。到时系统自动扣款。,1489
1490,首次购买平安银行理财产品注意事项,投资者首次购买平安银行理财产品时，须在我司临柜填写纸质版《平安银行客户风险承受度评估报告》；投资者只需临柜评估一次，系统将自动计算客户的风险承受能力评估结果。后续评估可登录电脑软件“安翼金融终端”在线进行。,1490
1491,如何办理继承股份,股票作为个人金融资产，可以有继承权和被继承权。继承股票首先须办理股票继承公证，可到当事人所在的地区政府公证机关提出书面申请，办理有关手续。然后由继承人持公证书、身份证、继承人和被继承人股东账户办理过户手续。继承人如不到法定年龄，其继承的股份将过户到其经过公证的法定监护人股票账户。,1491
1492,股票的继承和过户,股票作为个人金融资产，可以有继承权和被继承权。继承股票首先须办理股票继承公证，可到当事人所在的地区政府公证机关提出书面申请，办理有关手续。然后由继承人持公证书、身份证、继承人和被继承人股东账户办理过户手续。继承人如不到法定年龄，其继承的股份将过户到其经过公证的法定监护人股票账户。&lt;br /&gt;,1492
1493,约定回购办理流程,约定购回业务的办理流程如下：1、投资者接受分支机构提供的约定购回式证券交易业务知识培训及投资者教育； 2、投资者向分支机构提交业务申请，签署《约定购回式证券交易业务客户协议》、《约定购回式证券交易业务风险揭示书》，经我司审核通过后，再由我司向交易所报备合格投资者；3、投资者签署包含初始交易日、购回交易日、标的证券代码、标的证券数量、初始交易金额、购回交易金额、购回利率等交易要素的《约定购回式证券交易协议书》；4、在双方约定的初始交易日的交易时间内，投资者在证券账户内备足标的证券，由我司执行初始交易申报，日终由登记结算公司完成证券过户和资金划付，完成初始交易；5、在约定的购回交易日交易时间内，投资者在资金账户内备足购回资金，由我司执行购回交易申报，日终由登记结算公司完成证券过户和资金划付，完成购回交易。,1493
1494,首次购买银行理财注意事项,投资者首次购买平安银行理财产品时，须在我司临柜填写纸质版《平安银行客户风险承受度评估报告》；投资者只需临柜评估一次，系统将自动计算客户的风险承受能力评估结果。后续评估可登录电脑软件“安翼金融终端”在线进行。,1494
1495,中签后怎么交钱,目前的规定是中签之后付款，购买界面可以查看中签结果，或者咨询开户券商协助您查询中签与否，中签后会提示支付金额，将所需资金打入您的账号即可。也可提前存入足够的金额。到时系统自动扣款。,1495
1496,什么是融资融券标的证券,融资融券标的证券是投资者融入的资金可以买入的证券和证券公司对投资者可以融出的证券。,1496
1497,如何判断股票的特征,1、市盈率，当前股价除以每股盈利；&lt;br /&gt;&lt;br /&gt;　　2、市净率，当前股价除以每股净资产；&lt;br /&gt;&lt;br /&gt;　　一般情况下，低于市场整体情况下的以上2点股票属于低估值股票，这个只是一个参考依据，有些股票参考的未来成长点市盈率远高于市场，也属于低估值股票。&lt;br /&gt;&lt;br /&gt;　　市盈率是某种股票每股市价与每股盈利的比率。市场广泛谈及市盈率通常指的是静态市盈率，通常用来作为比较不同价格的股票是否被高估或者低估的指标。用市盈率衡量一家公司股票的质地时，并非总是准确的。一般认为，如果一家公司股票的市盈率过高，那么该股票的价格具有泡沫，价值被高估。当一家公司增长迅速以及未来的业绩增长非常看好时，利用市盈率比较不同股票的投资价值时，这些股票必须属于同一个行业，因为此时公司的每股收益比较接近，相互比较才有效。&lt;br /&gt;&lt;br /&gt;　　市盈率是很具参考价值的股市指针，一方面，投资者亦往往不认为严格按照会计准则计算得出的盈利数字真实反映公司在持续经营基础上的获利能力，因此，分析师往往自行对公司正式公布的净利加以调整。&lt;br /&gt;,1497
1498,什么是股票红利,股票红利就是上市公司以派发股票作为分红手段，上市公司公告中的每10股送XX 股，就是股票分红。股票分红实质上是股东将应得的现金分红又再投资买了同种类的股票了。上市公司分配方案中还经常有每10股转增XX股，这是公司将公积金转成了股份给股东。严格讲这并不是一种分红的方式，因为公积金是不能分配的，但又是可以转增为股本的，所以在形式上投资者还是将其理解成一种分配方式。,1498
1499,股票的概量和特效,\\u00A01.股票概念：股票是股份证书的简称，是股份公司为筹集资金而发行给股东作为持股凭证并借以取得股息和红利的一种有价证券。每股股票都代表股东对企业拥有一个基本单位的所有权。股票是股份公司资本的构成部分，可以转让、买卖或作价抵押，是资金市场的主要长期信用工具。\\u00A0&lt;br /&gt;2.股票特征：股票投资是一种没有期限的长期投资。股票一经买入，只要股票发行公司存在，任何股票持有者都不能退股，即不能向股票发行公司要求抽回本金。同样，股票持有者的股东身份和股东权益就不能改变，但他可以通过股票交易市场将股票卖出，使股份转让给其他投资者，以收回自己原来的投资。,1499
1500,什么可转换股票优先股,可转换优先股票是指发行后在一定条件下允许持有者将它转换成其他种类股票的优先股票。在大多数情况下，股份公司的转换股票是由优先股票转换成普通股票，或者由某种优先股票转换成另一种优先股票。其一定条件一般包括转换权限、转换条件、转换期限、转换内容和转换手续等。可转换优先股票是指其持有者可以在一定时期内按一定比例或价格将优先股票转换成一定数量的本公司普通股票的优先股票。,1500
1501,伞型基金的优势,1、与其他单一结构的基金相比，伞型基金能够满足不同投资者在投资目标、投资对象、投资地区、投资方向上的要求，可以在同一品牌下更广泛地吸引具有不同投资偏好的众多投资者。&lt;br /&gt;　　2、伞形基金能够突出该基金规模庞大、品种齐全、管理统一的特点，增强基金投资者对基金品牌的信任感，有利于发挥规模经济的优势，降低管理成本。&lt;br /&gt;　　3、伞形基金还具有强大的扩张功能，可根据市场需求，以比单一基金更高的效率、更低的成本不断推出新的子基金品种。&lt;br /&gt;　　4、从伞型基金在国际基金市场的发展来看，目前该类基金品种已经成为国际基金市场的主流品种之一。,1501
1502,转托管转错其他券商咋办,转托管出错（比如其他券商）有两种情况：1、填错券商代码，而该代码并没有对应的券商。遇此情况，投资者只要回原证券部查询转出股票是否被返回，如果是，办理解冻手续后重新转托管即可；2、填错券商代码，被错转至另一家券商。遇此情况，请到转出券商处说明情况，并委托转出券商通过中国结算深圳分公司国际结算部调至正确的券商处。,1502
1503,港股交易软件,交易软件：安信国际（香港）港股快车专业版，看盘软件：实时行情，手机可用腾讯自选股，电脑可用交易宝，请熟悉交易看盘软件，祝您投资愉快！,1503
1504,我司办理H股,投资者咨询H股开户事宜，可拨打安信国际客服热线40086-95517咨询。,1504
1505,密码忘记了,忘记密码首先应自行尝试各种可能的密码，密码是6位纯数字的。每试错5次会锁定30分钟，之后又可以一直试下去。&lt;br /&gt;实在试不出来了就需要你本人带身份证来营业部办理重置密码了。&lt;br /&gt;,1505
1506,国债中的所谓“零息”，“附息”和“贴现”，主要是针对什么,国债中的所谓“零息”，“附息”和“贴现”，主要是针对国债的利息支付方式而言。 1、零息国债是指国债到期时和本金一起一次性付息，利随本清，也可称为到期付息债券。付息特点之一是利息一次性支付，其二是国债到期时支付。2、附息国债是指债券券面上附有息票，定期（季度、半年或一年）按息票利率支付利息。无记名式附息国债附有息票，凭借息票每年(半年或季)领息；记账式无纸化附息国债无息票，可凭证券账户在分期付息的付息日期内领取利息。3、贴现国债又称贴息发行国债，是指券面上不含利息或不附有息票、以贴现方式发行的国债。贴现国债发行价格与票面额的差额即为所得利息。,1506
1507,投资者以可转债作为债券回购的质押券，需要特别注意什么,从2012年12月10日开始，符合条件的可转债，将可以作为债券回购的质押券。投资者以可转债作为债券回购的质押券，需要特别注意：1、可转债申报作为质押券期间，将不可以进行转股和回售申报。在标准券数量有剩余情形下，投资者如需对可转债进行转股和回售申报，应当首先解除可转债的质押。投资者当日申报解除可转债质押，当日可以进行转股和回售申报；2、可转债到期前10个交易日将停止提交进入质押库。,1507
1508,个人投资者可否参与国债和企业债回购,个人投资者是否能进行国债、企业债回购，要视委托券商是否允许参与，交易所本身没有限制。,1508
1509,天天万利宝能否撤单,认购天天万利宝时，根据兴业银行规定，天天万利宝在认购截止日的14:00之前均可撤单，非认购截止日撤单时间为9:0015:30，认购截止日当天撤单截至14:00。,1509
1510,国债的计价单位,对国债的计量单位有元、份、手三种，国债面值一般以“份”为单位，1份国债＝100元面值的国债。而国债的交易一般以“手”为单位进行委托，1手国债＝1000元面值的国债，与股票交易中的手不同，要特别注意。国债现券交易的委托数量必须是手的整倍数，且每笔申报最高不得超过一千万面值。,1510
1511,国债交易的基本规则有哪些,国债的交易基本规则有以下几点：1、计价单位：100元/张；2、交易时间：9:30-11:30，13:00-15:00；3、交易单位：沪市为“手”（1000元/手）、深市为“张”（100元/张），以每10张为单位进行申报（注意：我司都是以张为单位）；4、涨跌幅限制：无限制；5、每笔申报限制：沪市最小1手，最大10万手，深市最小10张，最大100万张；6、价格变动单位：沪市0.01元；深市0.001元；7、交易与交收：“T＋0”回转交易，“T+1”资金交收；8、交收规则：净价交易，全价交收。,1511
1512,以可转债作为债权回购质押，要注意什么,从2012年12月10日开始，符合条件的可转债，将可以作为债券回购的质押券。投资者以可转债作为债券回购的质押券，需要特别注意：1、可转债申报作为质押券期间，将不可以进行转股和回售申报。在标准券数量有剩余情形下，投资者如需对可转债进行转股和回售申报，应当首先解除可转债的质押。投资者当日申报解除可转债质押，当日可以进行转股和回售申报；2、可转债到期前10个交易日将停止提交进入质押库。,1512
1513,期权的平价关系,期权平价关系指具有相同的行权价与到期日的认购期权和认沽期权的价格之间所必然存在的基本关系。,1513
1514,什么是股票期权,股票期权指的是有交易所统一制定的，规定合约买方有权在约定的时间以约定的价格买入或是卖出约定数量合约标的证券或是股票或ETF,1514
1515,什么是期权的行权,行权价也称为执行价、敲定价格、履约价格，是合约中规定的在期权买方行权时的交易价格。该价格确定后，在期权到期日，无论标的资产的市场价格上涨或者下跌到什么水平，只要期权买方要求执行期权，期权卖方都必须以此价格履行交易。对于认购期权，期权买方有权利以行权价格从期权卖方买入标的资产。对于认沽期权，期权买方有权利以行权价格卖出标的资产给期权卖方。,1515
1516,场内期权和场外期权的区别,场内期权指在交易所挂牌上市的标准化期权合约。场外期权指交易双方达成的非标准化期权合约。,1516
1517,什么是认购期权,认购期权是指期权的买方有权在约定的时间内以约定的价格向期权的卖方买入约定数目标的证券的期权。举例：投资者甲买入一张行权价格为15元的A公司股票认购期权。当合约到期时，无论该股票市场价格是多少，他都可以按照每股15元买入该股票。当然如果合约到期时该股票的市场价格跌到15元以下，那么他可以选择不买进该股票。,1517
1518,什么是欧式期权,欧式期权是指期权买方只能在期权到期日行使权力的期权，上交所的期权履约方式为欧式。,1518
1519,什么是美式期权,美式期权是指期权买方可以在期权到期前任一交易日或到期日行使权利的期权。,1519
1520,黄金期货能在股票账户里操作吗,期货交易是在期货账户里操作。期货账户是一个单独的账户，与股票账户没有任何关联。,1520
1521,可转债赎回的要意,可转债的赎回条款是发行公司为促使转债转股而设定的条款。赎回条款规定，在特定的赎回期内，如果公司股票的价格连续高于转股价一定的幅度，公司有权以一定的价格全部或部分赎回未转股的转债。,1521
1522,分级基金的含义,封闭式基金是指在存续期内基金份额固定不变、在交易所上市交易但不开放申购赎回的基金。主要有以下几个特点：1、基金份额在交易所上市，投资者可通过任意证券公司以撮合成交价格买卖基金份额；2、基金管理人没有申购赎回的压力，可以更好地实现既定的投资策略；3、封闭式基金通常有5－15年的存续期，存续期满后基金管理人将召集持有人大会商议后续事宜（终止、续期或转换为开放式基金）；4、2007年以后在我所上市的创新型封闭式基金在基金合同中设置了救生艇条款，当基金交易的折价情况触发合同约定条款时，基金管理人将召集持有人大会审议基金转为开放式基金的事项。,1522
1523,分级基金上折,上折是在母基金净值增长时，触及基金合同约定的上折阀值，分级基金的母基金和子基金（A份额和B份额）停牌进行上折。上折后，母基金和子基金的净值一般恢复为1元，投资者持有的基金份额会有相应的变化。,1523
1524,基金分类,一般基金可以分成以下类型：股票型 混合型 偏股型 指数型 债券型 货币型 QDII基金 类型不一样，基金的风险大小也是不一样的。,1524
1525,契约型基金的含义,基金契约就是一份“委托理财协议”。是基金管理人、基金托管人、基金投资者为设立基金而订立的用以明确基金当事人各方权利和义务关系的书面法律文件。基金契约规范基金各方当事人的地位与责任。基金管理人对基金财产具有经营管理权；基金托管人对基金财产具有保管权；投资者则对基金运营收益享有收益权，并承担投资风险。基金契约的主要内容包括：基金的持有人、管理人、托管人的权利与义务；基金的发行、购买、赎回与转让等；基金的投资目标、范围、政策和限制；基金资产的估值方法；基金的信息批露；基金的费用；收益分配与税收；基金终止与清算。投资者一旦认购了基金，就意味着你默许了基金契约，愿意委托该基金管理人“代你理财”。,1525
